Tekma,Team,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
854,2,47-85,21-41,15-16,7,30,37,35,12,5,18,17,130
855,10,35-77,8-23,24-34,6,29,35,20,8,4,10,14,102
855,14,41-82,14-35,17-18,8,34,42,24,6,10,14,24,113
856,18,45-86,17-40,19-24,6,36,42,33,9,4,5,17,126
856,16,45-96,13-34,12-15,13,33,46,34,3,1,11,20,115
857,22,46-94,9-31,27-31,18,36,54,22,11,3,9,15,128
857,26,38-86,11-35,12-18,8,27,35,23,7,3,14,19,99
858,9,39-80,14-34,19-26,7,26,33,33,11,5,14,28,111
858,20,42-81,15-36,20-29,10,35,45,30,8,2,17,22,119
859,24,41-89,11-29,14-16,9,29,38,23,9,6,11,12,107
859,17,45-95,7-23,9-10,14,35,49,30,7,9,14,14,106
860,7,44-86,14-28,15-21,9,36,45,22,4,5,9,20,117
860,28,40-91,15-45,14-19,10,31,41,30,6,7,9,17,109
861,23,42-101,23-59,8-8,6,31,37,31,10,3,15,21,115
861,4,48-93,11-33,20-23,11,41,52,26,8,8,14,14,127
862,19,37-84,9-27,17-23,9,36,45,19,7,6,18,20,100
862,11,50-94,9-16,12-19,10,38,48,25,11,6,12,24,121
863,6,39-88,12-30,6-7,11,33,44,27,6,1,10,10,96
863,16,41-82,16-40,8-9,4,34,38,30,6,2,10,15,106
864,1,41-80,17-40,15-20,8,32,40,22,6,2,17,23,114
864,30,44-94,15-46,16-20,14,31,45,18,9,2,9,18,119
865,18,51-93,15-40,11-12,7,37,44,31,10,3,10,18,128
865,29,39-92,16-47,21-27,13,32,45,27,7,1,16,8,115
866,17,45-89,12-29,9-12,5,41,46,23,10,9,12,17,111
866,27,36-90,6-27,7-16,15,33,48,19,7,2,14,14,85
867,8,45-92,10-32,17-20,8,33,41,33,7,5,12,27,117
867,15,45-92,13-32,26-34,14,37,51,20,8,7,10,19,129
868,13,41-101,6-27,24-30,20,32,52,25,6,4,12,16,112
868,7,45-95,11-29,21-24,13,36,49,27,9,6,13,26,122
869,2,39-82,17-43,12-18,8,30,38,26,10,6,11,17,107
869,9,38-86,16-39,17-21,16,37,53,28,9,1,17,13,109
870,24,36-91,10-36,19-28,13,34,47,18,7,3,8,18,101
870,5,39-83,18-43,13-17,7,39,46,26,6,8,14,25,109
871,26,42-82,16-34,14-20,10,33,43,26,7,7,19,21,114
871,10,41-91,11-32,17-19,9,27,36,28,10,5,15,19,110
872,25,37-82,14-33,18-21,9,37,46,22,6,8,21,19,106
872,14,37-96,17-38,21-24,16,31,47,23,9,5,13,15,112
873,21,44-89,11-24,22-25,10,32,42,22,11,3,6,19,121
873,28,39-87,16-48,13-20,10,32,42,15,3,8,14,20,107
874,20,36-88,17-45,16-21,6,31,37,27,6,7,11,21,105
874,3,45-89,21-42,13-17,8,40,48,31,6,3,14,26,124
875,6,42-86,5-26,16-20,9,30,39,24,9,8,17,21,105
875,19,42-86,10-27,15-21,10,34,44,25,8,5,17,22,109
876,16,41-90,11-32,9-10,9,31,40,30,11,8,12,15,102
876,30,36-77,10-25,14-15,3,36,39,21,8,2,16,15,96
877,1,34-76,14-32,25-32,6,39,45,15,2,5,16,19,107
877,12,35-89,12-32,14-18,10,32,42,26,9,6,13,21,96
878,17,36-84,8-28,29-35,9,48,57,27,4,4,12,23,109
878,8,34-104,8-34,18-27,14,40,54,20,4,7,7,27,94
879,26,33-85,9-38,16-17,6,35,41,20,8,3,13,7,91
879,9,45-93,19-48,4-7,11,41,52,31,7,5,13,19,113
880,25,36-83,13-33,22-27,9,39,48,23,6,2,19,26,107
880,11,46-91,10-31,17-29,8,34,42,31,8,2,12,19,119
881,27,51-106,17-42,9-10,8,37,45,28,7,4,11,16,128
881,29,49-102,11-34,18-19,9,42,51,19,7,3,11,16,127
882,18,51-107,17-40,18-24,10,37,47,33,15,3,14,24,137
882,22,51-102,15-39,22-26,13,45,58,30,6,6,24,19,139
883,23,43-75,15-33,10-11,2,40,42,29,5,5,17,20,111
883,4,34-79,12-28,17-25,5,27,32,17,10,1,10,14,97
884,10,34-84,8-36,20-29,5,34,39,13,11,4,10,18,96
884,15,39-94,9-34,25-29,18,46,64,19,6,3,13,22,112
885,5,39-86,16-39,3-8,11,28,39,26,6,3,12,10,97
885,7,40-83,18-45,11-12,11,28,39,22,5,6,9,13,109
886,2,49-89,14-37,22-28,10,34,44,30,7,2,13,21,134
886,13,51-91,12-33,15-24,7,30,37,28,5,2,13,21,129
887,3,45-90,11-38,12-15,10,36,46,24,3,3,10,15,113
887,24,42-94,14-44,14-19,13,29,42,22,7,4,6,16,112
888,20,51-90,18-43,14-19,12,38,50,34,5,9,18,16,134
888,21,44-97,18-42,14-16,13,26,39,28,10,3,10,17,120
889,16,39-79,13-37,14-18,7,34,41,27,6,4,19,24,105
889,6,45-88,16-36,15-19,9,33,42,27,8,1,10,19,121
890,25,48-104,9-29,11-16,18,38,56,26,8,3,17,18,116
890,8,46-101,14-40,16-20,14,33,47,30,13,7,11,16,122
891,27,41-86,15-42,19-21,10,23,33,30,7,8,8,21,116
891,12,41-80,13-25,18-26,14,30,44,24,7,7,16,19,113
892,1,40-101,15-45,19-21,10,34,44,22,15,5,17,23,114
892,11,38-91,10-28,32-38,15,46,61,23,12,7,22,16,118
893,15,49-102,12-34,17-24,12,29,41,28,10,3,10,18,127
893,7,49-91,19-35,20-25,8,41,49,29,8,3,14,19,137
894,2,36-91,13-41,18-23,12,38,50,19,3,6,13,17,103
894,14,39-90,18-47,18-21,9,39,48,23,7,8,10,20,114
895,23,41-90,17-46,13-16,9,52,61,27,7,4,12,16,112
895,26,35-99,10-49,9-17,12,38,50,17,7,5,11,21,89
896,19,40-79,13-32,24-31,7,35,42,30,2,2,13,24,117
896,28,46-92,16-43,19-26,11,32,43,25,8,2,6,22,127
897,9,39-83,13-31,16-20,9,35,44,28,8,1,7,20,107
897,17,31-77,10-35,15-20,7,31,38,21,1,7,10,15,87
898,18,38-84,13-30,16-23,11,31,42,19,6,8,13,29,105
898,3,38-84,14-27,27-36,10,33,43,28,4,5,12,17,117
899,22,39-88,13-39,15-17,16,30,46,24,7,5,13,16,106
899,24,40-87,12-36,13-15,9,32,41,21,7,2,11,16,105
900,20,46-87,15-34,18-22,9,25,34,30,7,4,10,21,125
900,21,43-74,17-33,25-31,4,29,33,29,7,5,14,20,128
901,27,36-88,6-35,8-9,10,28,38,18,10,2,17,23,86
901,30,33-77,12-40,21-24,10,38,48,20,7,2,20,12,99
902,13,50-90,12-28,23-26,12,46,58,34,2,3,14,16,135
902,10,36-98,13-36,15-19,13,27,40,13,6,6,4,18,100
903,12,46-91,12-27,13-18,7,26,33,27,7,3,8,17,117
903,29,45-81,20-40,14-23,6,39,45,32,6,8,16,16,124
904,19,35-77,8-22,13-22,9,34,43,15,2,5,17,22,91
904,17,37-80,11-24,21-27,11,32,43,28,12,7,10,19,106
905,5,35-82,8-31,13-17,8,31,39,30,4,3,14,18,91
905,16,43-87,14-43,8-11,11,38,49,30,8,2,16,14,108
906,4,43-90,10-30,14-17,12,33,45,26,7,5,16,28,110
906,28,40-82,9-24,26-36,9,29,38,23,11,5,12,15,115
907,9,38-79,13-37,14-16,6,24,30,24,10,5,13,18,103
907,15,43-80,15-35,17-19,8,30,38,24,12,2,14,17,118
908,30,38-94,17-42,11-16,15,39,54,21,6,6,19,20,104
908,2,37-86,11-32,24-28,6,41,47,26,12,7,11,19,109
909,6,41-80,10-30,10-14,11,36,47,27,4,1,16,20,102
909,5,40-94,14-40,14-18,15,23,38,26,7,1,5,16,108
910,3,39-97,12-34,19-23,14,44,58,22,8,3,14,19,109
910,26,36-89,13-42,19-22,9,38,47,24,7,5,14,19,104
911,11,48-93,18-32,15-16,12,38,50,25,7,7,20,23,129
911,25,39-93,10-33,21-25,14,26,40,18,12,7,16,17,109
912,22,34-88,13-46,16-20,6,30,36,26,9,7,9,14,97
912,1,45-84,15-39,13-18,7,45,52,40,8,4,14,15,118
913,18,52-98,9-30,17-22,8,31,39,33,7,5,8,21,130
913,24,46-96,14-35,22-27,14,36,50,28,6,3,11,20,128
914,14,36-83,17-44,14-19,5,28,33,31,6,3,7,19,103
914,7,42-75,16-31,20-24,5,39,44,20,4,4,13,17,120
915,12,31-82,7-31,25-34,10,31,41,15,11,4,17,20,94
915,29,49-95,18-40,16-24,16,39,55,33,10,4,15,28,132
916,19,39-96,10-34,21-26,15,47,62,26,3,7,18,25,109
916,8,40-96,10-32,25-35,9,30,39,28,10,9,4,21,115
917,16,38-79,13-38,12-13,6,36,42,28,7,2,17,20,101
917,9,36-80,14-37,20-24,6,31,37,22,11,2,10,12,106
918,17,37-85,9-31,27-32,9,37,46,22,9,8,17,23,110
918,13,41-87,9-22,17-32,10,38,48,20,12,1,19,24,108
919,4,33-86,12-45,15-19,6,30,36,22,11,4,9,22,93
919,28,38-78,13-30,19-25,10,41,51,26,3,2,16,17,108
920,20,40-92,9-38,12-20,11,36,47,15,13,2,13,19,101
920,23,33-82,19-47,11-15,9,36,45,24,9,5,20,21,96
921,26,41-82,15-40,19-28,6,29,35,27,10,1,15,16,116
921,22,50-84,16-37,13-16,1,35,36,36,8,8,14,22,129
922,30,34-88,14-41,22-26,11,30,41,18,6,2,13,13,104
922,5,47-93,21-43,10-11,10,36,46,39,7,8,11,21,125
923,27,43-90,12-34,21-25,15,28,43,22,5,3,12,24,119
923,2,46-87,13-28,23-27,11,33,44,30,6,4,10,17,128
924,18,42-91,12-23,24-28,8,46,54,22,9,7,15,22,120
924,24,39-105,14-38,21-25,15,38,53,21,11,6,11,22,113
925,6,40-78,10-27,20-25,10,27,37,28,5,4,19,25,110
925,11,43-89,12-31,21-26,10,26,36,25,11,6,10,21,119
926,29,39-81,8-28,18-23,4,37,41,20,6,6,12,18,104
926,15,40-88,13-35,18-23,5,39,44,23,6,1,9,20,111
927,8,50-91,15-32,16-18,5,43,48,28,3,5,13,20,131
927,10,40-101,10-32,22-28,15,36,51,22,9,3,6,14,112
928,21,41-86,14-37,17-22,6,32,38,22,8,5,11,15,113
928,1,46-95,14-36,11-15,16,36,52,30,6,3,16,16,117
929,15,33-85,4-27,16-17,9,36,45,19,10,4,16,17,86
929,19,40-84,9-26,11-15,8,39,47,22,9,8,14,16,100
930,4,47-87,11-31,9-14,9,35,44,23,8,5,11,18,114
930,10,36-76,11-25,20-24,4,24,28,16,5,3,11,18,103
931,25,35-78,7-30,13-23,11,27,38,21,11,1,29,16,90
931,12,47-86,14-31,13-18,10,31,41,27,22,7,20,19,121
932,17,55-103,6-17,30-35,13,31,44,27,6,1,6,21,146
932,11,58-109,6-20,21-25,18,32,50,26,4,8,8,23,143
933,27,45-83,14-34,14-17,5,32,37,23,5,6,8,13,118
933,7,45-87,12-29,8-10,6,29,35,24,6,1,10,19,110
934,16,41-77,11-29,17-22,9,42,51,33,3,4,18,21,110
934,9,36-84,7-36,23-25,6,28,34,18,13,4,5,19,102
935,6,36-83,10-38,14-16,9,28,37,25,6,3,13,16,96
935,14,43-79,8-29,18-20,5,35,40,32,7,5,12,19,112
936,23,37-95,16-57,14-19,16,33,49,24,9,6,11,18,104
936,20,37-83,16-44,15-21,8,40,48,29,7,4,16,21,105
937,3,36-90,14-45,17-17,13,31,44,20,5,5,18,23,103
937,13,44-82,15-29,17-26,8,36,44,28,13,5,16,18,120
938,18,34-81,4-32,24-31,6,39,45,20,8,6,16,22,96
938,22,45-94,11-33,19-22,8,40,48,25,8,3,11,20,120
939,28,43-92,12-42,8-14,14,26,40,24,9,2,10,15,106
939,21,42-81,13-29,16-18,11,35,46,23,6,4,16,15,113
940,25,39-81,13-30,28-36,10,41,51,25,5,3,27,24,119
940,30,41-97,11-49,22-25,8,31,39,21,16,7,14,26,115
941,29,47-93,9-35,11-14,9,39,48,28,13,3,15,24,114
941,5,38-82,12-35,16-23,7,31,38,26,6,7,17,17,104
942,24,50-106,20-35,13-16,20,37,57,26,6,5,13,19,133
942,8,40-86,10-30,22-28,7,31,38,25,6,12,13,17,112
943,2,40-83,18-45,18-18,7,34,41,30,9,6,10,20,116
943,14,36-91,15-43,16-19,15,32,47,24,5,3,13,19,103
944,20,45-93,10-38,14-25,12,36,48,29,10,6,14,20,114
944,26,42-86,7-31,16-22,8,37,45,24,9,4,17,22,107
945,28,48-92,18-35,19-22,9,41,50,21,9,4,13,19,133
945,1,34-84,16-43,19-24,10,33,43,25,11,5,18,18,103
946,10,43-85,10-29,13-20,9,40,49,26,9,7,15,21,109
946,6,37-92,12-44,18-24,13,32,45,30,12,3,11,15,104
947,15,27-81,6-19,23-29,17,30,47,17,3,3,14,18,83
947,12,48-89,16-36,15-22,11,35,46,29,12,10,7,22,127
948,4,42-96,10-34,13-21,13,28,41,31,10,8,10,20,107
948,11,47-90,6-18,16-21,10,40,50,24,6,4,13,20,116
949,5,37-87,13-35,24-32,11,22,33,29,7,5,11,18,111
949,30,44-92,15-40,17-22,19,35,54,26,9,8,14,24,120
950,16,39-85,10-29,6-10,7,36,43,29,2,4,14,12,94
950,7,42-91,12-27,17-19,9,32,41,27,10,9,4,16,113
951,17,41-88,10-32,19-24,7,33,40,26,6,3,9,20,111
951,9,43-85,9-25,21-24,10,38,48,26,4,1,12,23,116
952,24,45-92,15-40,25-28,11,40,51,23,7,6,10,20,130
952,18,37-88,9-32,26-30,8,36,44,26,7,6,11,21,109
953,13,43-87,12-30,14-19,6,36,42,27,13,5,21,24,112
953,22,43-85,10-32,18-23,3,35,38,26,14,8,18,17,114
954,3,41-80,12-31,7-9,5,31,36,24,8,0,14,16,101
954,27,43-91,13-37,10-13,15,30,45,23,9,4,10,11,109
955,23,55-86,24-41,20-21,8,39,47,36,4,9,13,15,154
955,21,42-87,7-21,14-17,3,21,24,24,8,6,12,19,105
956,28,40-89,13-30,22-23,8,27,35,22,6,2,11,20,115
956,19,36-71,10-29,23-34,3,36,39,26,7,5,18,23,105
957,2,47-89,12-35,24-28,8,42,50,35,3,5,13,19,130
957,8,41-96,11-39,20-21,7,31,38,23,8,6,10,23,113
958,29,49-93,16-39,22-25,8,30,38,27,12,5,14,21,136
958,26,49-98,25-46,20-24,16,36,52,23,6,6,18,23,143
959,1,42-85,15-38,15-21,4,30,34,28,10,7,10,21,114
959,20,43-94,20-41,20-29,16,41,57,31,5,2,13,21,126
960,13,45-101,5-29,14-19,15,41,56,26,11,6,12,22,109
960,25,34-89,11-39,16-20,12,41,53,18,6,4,22,21,95
961,14,40-83,16-32,15-18,7,28,35,27,11,5,15,19,111
961,22,44-92,12-35,21-26,14,33,47,22,6,7,12,16,121
962,15,36-82,10-28,22-28,12,34,46,19,3,8,16,23,104
962,12,47-101,10-28,22-26,18,32,50,27,8,6,8,21,126
963,17,49-92,11-24,31-38,8,35,43,29,6,1,11,27,140
963,30,49-105,18-38,27-36,17,35,52,31,7,7,13,26,143
964,11,46-92,8-18,22-26,11,35,46,31,14,3,12,19,122
964,6,34-82,7-33,18-28,14,32,46,19,6,4,24,17,93
965,24,47-91,16-36,18-20,8,42,50,24,3,2,10,17,128
965,2,40-95,13-41,16-19,11,31,42,20,6,3,8,18,109
966,10,27-86,6-26,15-20,12,44,56,16,4,6,20,19,75
966,18,34-99,11-39,13-16,15,42,57,25,10,8,8,15,92
967,29,42-90,9-25,15-20,8,43,51,24,5,5,10,19,108
967,16,37-96,10-33,14-21,14,36,50,23,5,5,10,18,98
968,23,35-80,14-39,16-18,8,28,36,22,8,5,13,17,100
968,27,48-88,11-33,14-19,8,36,44,27,7,7,11,14,121
969,21,39-86,12-33,20-22,11,26,37,29,10,3,17,16,110
969,4,42-83,7-28,15-21,11,32,43,24,9,12,21,17,106
970,19,35-91,13-37,11-17,12,31,43,27,6,7,10,16,94
970,5,42-87,14-37,9-20,14,40,54,24,8,15,13,16,107
971,1,39-84,18-46,17-24,4,46,50,32,10,8,17,18,113
971,26,32-89,9-42,14-22,10,39,49,20,9,3,18,18,87
972,16,40-85,6-24,11-17,8,31,39,22,11,0,13,22,97
972,15,37-74,14-36,20-26,6,38,44,19,11,5,14,21,108
973,9,47-87,18-36,12-15,10,27,37,30,12,1,8,16,124
973,6,37-74,20-40,13-17,9,30,39,30,3,4,18,17,107
974,18,44-96,10-29,13-21,17,38,55,21,6,10,16,20,111
974,10,38-85,11-25,25-28,6,31,37,20,10,5,10,17,112
975,13,47-92,14-36,32-46,14,38,52,34,8,5,21,20,140
975,20,48-106,15-48,25-32,13,38,51,35,17,5,16,30,136
976,8,57-87,21-33,17-22,3,50,53,41,7,11,17,22,152
976,25,38-111,8-38,11-23,21,27,48,23,8,4,14,15,95
977,11,47-91,6-19,24-31,14,32,46,19,5,3,10,23,124
977,28,47-87,17-38,14-22,7,29,36,31,6,4,11,25,125
978,14,42-94,12-33,6-9,11,28,39,26,12,3,10,15,102
978,23,37-78,17-41,15-18,9,40,49,20,3,3,20,15,106
979,22,39-80,12-32,20-21,8,36,44,26,2,4,10,23,110
979,3,36-83,14-34,18-24,10,29,39,21,8,3,6,19,104
980,2,41-96,17-42,15-17,14,39,53,18,5,1,16,11,114
980,29,48-98,15-37,6-12,8,37,45,19,9,11,10,18,117
981,24,44-85,19-38,22-26,3,33,36,27,8,5,9,18,129
981,30,43-89,20-39,13-15,10,35,45,29,3,6,18,21,119
982,9,45-88,11-38,20-27,11,31,42,30,10,6,11,22,121
982,5,40-81,14-33,17-22,8,31,39,30,9,1,14,20,111
983,21,45-81,11-28,10-16,8,30,38,27,9,1,19,26,111
983,28,34-81,6-35,25-31,13,27,40,16,12,4,16,16,99
984,7,45-87,18-35,14-16,6,32,38,22,10,1,12,21,122
984,26,34-79,8-35,21-32,14,33,47,19,6,6,17,18,97
985,27,45-84,12-31,21-27,8,31,39,27,9,7,10,17,123
985,25,45-92,13-30,17-24,17,30,47,23,7,3,15,22,120
986,12,42-94,11-30,18-25,13,36,49,23,7,9,12,19,113
986,17,43-96,12-31,13-17,10,38,48,20,9,5,13,25,111
987,14,42-94,15-38,22-31,13,36,49,24,11,4,12,23,121
987,4,41-85,11-29,21-31,7,37,44,32,7,6,14,22,114
988,10,45-88,10-23,19-25,9,39,48,27,6,3,10,18,119
988,19,44-93,11-35,13-18,12,30,42,24,8,4,11,19,112
989,8,53-107,14-27,21-25,14,31,45,28,8,6,17,17,141
989,11,63-103,9-22,19-24,9,35,44,50,10,7,16,19,154
990,1,47-88,17-44,12-14,5,33,38,31,9,8,14,28,123
990,13,39-90,5-25,25-32,13,34,47,20,6,4,16,8,108
991,24,43-95,17-41,11-14,8,31,39,25,7,4,8,15,114
991,15,44-84,20-41,15-18,5,44,49,32,6,3,11,18,123
992,12,40-75,11-28,15-21,7,37,44,23,11,6,16,13,106
992,16,36-87,11-34,11-14,12,28,40,25,7,2,15,15,94
993,7,45-89,14-27,14-18,8,37,45,19,6,8,8,21,118
993,18,34-86,16-41,20-24,13,33,46,26,7,4,12,14,104
994,17,42-90,5-18,10-10,8,29,37,25,10,4,13,13,99
994,23,44-88,11-36,11-16,14,36,50,22,10,5,15,11,110
995,22,36-82,6-24,11-16,6,35,41,22,10,7,12,24,89
995,4,32-73,13-30,16-23,7,36,43,18,5,8,20,20,93
996,27,55-105,12-31,12-13,12,36,48,35,10,11,7,26,134
996,6,41-90,13-29,23-27,9,33,42,29,3,3,17,13,118
997,5,38-93,8-31,18-24,16,35,51,23,8,5,8,23,102
997,19,39-85,9-32,12-20,10,36,46,21,3,3,13,21,99
998,2,41-84,20-43,16-26,6,33,39,21,6,6,13,25,118
998,29,44-98,14-37,22-27,15,40,55,23,7,3,12,21,124
999,28,46-87,22-48,13-18,12,32,44,26,6,4,13,17,127
999,9,39-84,18-41,17-21,8,31,39,30,9,2,12,17,113
1000,1,39-93,20-53,5-7,8,40,48,22,7,9,18,17,103
1000,13,39-97,12-30,18-22,14,43,57,28,10,3,12,9,108
1001,21,39-95,12-43,13-16,9,40,49,25,6,10,12,19,103
1001,25,35-98,11-36,18-25,17,40,57,21,5,4,9,14,99
1002,14,40-87,12-35,8-13,7,30,37,22,10,3,12,15,100
1002,3,39-75,15-34,12-13,4,38,42,28,7,5,18,14,105
1003,24,53-92,16-33,19-25,11,43,54,26,7,9,10,20,141
1003,6,37-92,13-38,18-26,12,30,42,23,9,3,8,18,105
1004,30,51-96,21-45,9-12,9,36,45,28,8,9,11,23,132
1004,10,33-85,6-25,24-28,10,35,45,13,7,7,17,11,96
1005,27,33-79,12-32,25-29,10,20,30,19,9,3,9,16,103
1005,15,53-84,13-26,16-18,9,37,46,35,8,6,11,21,135
1006,21,43-95,8-32,10-14,12,36,48,21,16,7,11,14,104
1006,8,36-83,9-25,12-17,10,38,48,26,8,6,22,13,93
1007,12,50-94,15-35,20-22,11,36,47,26,10,6,9,16,135
1007,26,42-93,17-45,14-18,12,26,38,28,6,5,13,16,115
1008,11,47-96,8-22,32-43,11,32,43,27,6,6,7,23,134
1008,29,48-89,18-37,21-28,10,35,45,30,4,6,19,31,135
1009,18,52-97,14-29,21-28,12,34,46,30,6,4,13,19,139
1009,20,49-94,19-39,18-22,12,29,41,32,7,5,14,22,135
1010,7,33-86,13-35,18-27,6,36,42,18,6,10,15,24,97
1010,22,37-98,12-39,27-33,18,46,64,23,13,7,13,24,113
1011,17,37-92,7-23,13-20,9,26,35,22,7,5,7,13,94
1011,23,49-88,18-41,10-14,7,46,53,24,5,2,14,20,126
1012,16,46-91,18-37,10-17,15,41,56,33,10,8,17,20,120
1012,5,38-90,16-35,7-18,13,32,45,29,11,3,15,16,99
1013,2,41-95,13-37,14-15,10,41,51,18,8,4,13,18,109
1013,28,40-89,15-34,18-26,12,39,51,23,10,3,12,15,113
1014,18,38-89,10-37,11-17,12,30,42,25,7,5,15,14,97
1014,19,44-83,11-28,12-14,5,34,39,24,9,6,11,18,111
1015,15,48-94,15-37,15-18,10,24,34,27,8,6,12,17,126
1015,8,54-87,8-20,17-19,4,32,36,35,11,4,15,19,133
1016,11,41-94,13-30,36-43,11,36,47,29,4,6,13,22,131
1016,14,47-105,14-38,21-27,18,32,50,23,9,5,12,30,129
1017,25,36-88,9-39,16-20,5,34,39,21,9,1,9,19,97
1017,1,42-86,19-47,15-18,7,42,49,36,4,1,13,19,118
1018,4,33-87,10-36,18-29,11,23,34,21,8,6,10,23,94
1018,3,41-77,13-31,23-26,9,39,48,23,4,5,22,25,118
1019,13,41-101,9-36,16-22,16,36,52,26,12,6,10,21,107
1019,12,38-85,15-35,18-22,10,41,51,27,5,6,15,19,109
1020,30,35-86,11-39,18-23,11,36,47,19,5,8,13,15,99
1020,16,43-99,18-40,17-18,15,37,52,26,10,4,9,20,121
1021,10,41-98,9-30,21-28,14,34,48,20,6,8,6,24,112
1021,5,44-90,9-33,25-33,11,40,51,28,5,4,11,22,122
1022,20,41-85,10-37,20-30,9,32,41,27,7,4,16,24,112
1022,9,44-87,13-32,20-27,8,29,37,27,9,2,14,22,121
1023,26,48-96,25-53,12-18,7,30,37,36,10,5,16,21,133
1023,29,51-95,19-46,20-23,13,40,53,30,8,5,17,14,141
1024,6,32-83,6-29,20-26,11,32,43,17,6,0,14,18,90
1024,28,41-83,10-32,18-22,9,36,45,21,7,7,9,22,110
1025,22,43-83,17-38,17-20,9,29,38,31,8,3,17,16,120
1025,23,43-89,21-46,20-23,9,29,38,27,9,3,10,20,127
1026,7,38-84,11-32,18-23,6,35,41,24,2,4,13,25,105
1026,27,43-92,18-41,24-25,7,38,45,26,5,3,5,17,128
1027,4,37-89,11-30,16-22,10,39,49,19,2,4,14,20,101
1027,24,37-88,12-37,20-21,6,38,44,22,6,2,8,20,106
1028,17,46-89,4-22,17-19,7,37,44,20,8,7,13,12,113
1028,21,41-84,13-32,9-15,4,31,35,27,10,3,16,19,104
1029,18,38-85,14-43,19-26,14,42,56,24,7,8,17,21,109
1029,14,36-94,10-32,17-24,13,33,46,18,10,2,11,21,99
1030,11,49-110,9-32,26-30,15,45,60,26,7,9,15,24,133
1030,8,50-104,7-29,25-30,8,41,49,33,11,5,13,24,132
1031,19,41-84,11-34,11-16,10,34,44,22,5,7,16,25,104
1031,12,41-84,9-30,27-31,9,35,44,22,11,4,10,18,118
1032,2,41-66,16-31,27-33,2,33,35,27,10,5,17,24,125
1032,22,42-92,14-41,21-23,10,23,33,21,8,1,12,23,119
1033,26,43-98,18-51,12-17,9,31,40,25,11,3,8,15,116
1033,23,45-85,15-38,19-21,7,42,49,28,7,4,17,13,124
1034,25,38-94,9-37,12-20,11,30,41,21,10,1,13,16,97
1034,1,47-81,27-54,15-18,2,44,46,31,5,4,18,19,136
1035,17,37-93,8-30,20-23,7,33,40,17,6,5,7,24,102
1035,24,45-97,12-34,22-30,18,45,63,24,3,6,8,15,124
1036,9,47-82,16-35,20-22,3,32,35,30,8,2,11,20,130
1036,30,45-83,14-38,20-25,6,28,34,29,7,3,14,22,124
1037,7,42-90,13-32,9-9,8,37,45,25,7,5,10,17,106
1037,3,37-86,12-35,14-16,7,36,43,24,5,1,13,12,100
1038,13,45-96,12-37,10-22,16,35,51,26,11,9,16,20,112
1038,5,42-95,13-37,13-18,11,35,46,22,6,8,17,19,110
1039,28,50-93,15-39,9-11,8,34,42,33,9,7,10,24,124
1039,6,33-86,11-31,20-31,10,28,38,18,5,2,14,12,97
1040,20,47-97,16-45,18-24,12,45,57,30,5,9,10,19,128
1040,10,36-91,9-36,15-22,10,35,45,20,5,5,13,19,96
1041,16,43-84,12-32,10-14,5,38,43,27,6,2,8,22,108
1041,19,36-78,11-27,13-22,4,32,36,22,4,4,13,14,96
1042,27,39-73,11-25,21-25,3,29,32,23,8,6,15,29,110
1042,4,39-80,13-30,32-41,14,27,41,24,11,3,13,21,123
1043,25,34-87,11-37,19-29,10,28,38,23,9,3,14,18,98
1043,21,45-85,16-36,20-24,9,42,51,30,8,11,14,19,126
1044,8,44-88,11-27,12-16,10,37,47,32,7,13,11,21,111
1044,6,33-93,13-39,23-30,15,35,50,21,8,2,10,13,102
1045,11,51-100,13-26,9-11,8,34,42,28,8,8,9,21,124
1045,15,46-96,10-30,23-26,13,42,55,23,4,6,12,17,125
1046,13,43-97,10-23,14-21,14,36,50,29,9,4,12,18,110
1046,18,45-91,9-30,16-27,10,39,49,33,8,19,10,17,115
1047,29,47-94,13-41,18-23,8,26,34,26,6,6,7,13,125
1047,17,56-94,17-29,17-21,9,37,46,27,6,5,12,16,146
1048,23,41-91,13-44,21-24,13,35,48,14,7,1,14,20,116
1048,1,41-88,14-42,23-25,9,32,41,26,8,2,10,20,119
1049,26,42-85,18-38,27-28,7,37,44,30,5,2,13,26,129
1049,24,47-92,18-40,28-35,12,35,47,30,7,4,9,18,140
1050,9,48-81,16-30,17-22,6,37,43,25,7,4,14,21,129
1050,30,46-88,18-37,11-17,3,29,32,31,8,5,11,21,121
1051,22,41-83,13-33,22-26,10,28,38,26,12,2,17,19,117
1051,5,42-91,11-39,17-20,15,34,49,30,9,5,17,17,112
1052,20,45-98,14-48,15-21,11,33,44,30,16,8,15,22,119
1052,19,35-75,10-23,20-26,6,40,46,21,8,5,28,23,100
1053,3,39-78,11-32,26-26,9,40,49,25,10,4,16,17,115
1053,14,35-86,10-37,16-19,9,26,35,21,10,8,13,22,96
1054,12,38-87,8-26,10-14,5,30,35,23,9,5,11,17,94
1054,8,37-83,14-41,15-16,7,38,45,28,7,6,13,15,103
1055,2,42-89,12-33,19-25,13,38,51,32,4,8,7,19,115
1055,16,39-96,18-44,11-14,10,35,45,21,4,5,9,20,107
1056,28,37-88,12-38,18-19,13,22,35,23,8,2,12,15,104
1056,18,51-89,16-33,15-16,10,34,44,32,11,6,10,16,133
1057,10,39-94,10-30,14-20,10,42,52,18,6,2,12,20,102
